Relation	Catalogue ARK	Repository	Shelfmark	Title	Language	Creator	Date	Digitised by	Source images	Metadata Source	Format	Type	Gallica
http://catalogue.bnf.fr/ark:/12148/cb386931591	ark:/12148/cb386931591	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RE-4296	L'Aminte,... pastorale fidellement traduite de l'italien en vers françois [par Vion Dalibray]...	français	Tasse, Le	1632	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12801807	12 ff. n. ch. et 158 p. : 6 pl. gr. (en cahiers dans 1 carton) ; monté en in-8 °, in-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12801807
http://catalogue.bnf.fr/ark:/12148/cb38650187q	ark:/12148/cb38650187q	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-1697 (1)	Oeuvres de Corneille. Première [-Troisième] partie	français	Corneille, Pierre	1652	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12801963	3 vol. : front. daté 1654 et portrait gr. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12801963
http://catalogue.bnf.fr/ark:/12148/cb302716393	ark:/12148/cb302716393	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-1942	Horace, tragédie (par P. Corneille)	français	Corneille, Pierre	1647	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12802899	In-12, 44 ff. non ch., 76 p. (Picot, 18.)	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12802899
http://catalogue.bnf.fr/ark:/12148/cb386503471	ark:/12148/cb386503471	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-1984	Cinna ou la Clémence d'Auguste	français	Corneille, Pierre	1648	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12802951	72 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12802951
http://catalogue.bnf.fr/ark:/12148/cb38650322p	ark:/12148/cb38650322p	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-1943	Horace, tragédie par le Sieur Corneille...	français	Corneille, Pierre	1647	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12802988	3 ff. non ch., 65 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12802988
http://catalogue.bnf.fr/ark:/12148/cb38650370j	ark:/12148/cb38650370j	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-2017	Polyeucte martyr, tragédie de Monsr Corneille	français	Corneille, Pierre	1648	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12803108	93 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12803108
http://catalogue.bnf.fr/ark:/12148/cb38650405c	ark:/12148/cb38650405c	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-2087	Le Menteur, comédie par le Sieur Corneille	français	Corneille, Pierre	1653	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12803190	124 p. ; In-4 °	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12803190
http://catalogue.bnf.fr/ark:/12148/cb309580795	ark:/12148/cb309580795	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-2792 (1)	Les oeuvres de Monsieur Molière...	français	Molière	1666	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12803605	2 vol. (395, 480 p.) : frontisp. gravés, signés : F. C. (Chauveau), bandeaux avec le monogramme I. P. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12803605
http://catalogue.bnf.fr/ark:/12148/cb38650866p	ark:/12148/cb38650866p	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-2988	Sganarelle ou le Cocu imaginaire, comédie avec les arguments de chaque scène	français	Molière	1662	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12803991	4 ff. non ch., 40 p. : front. gr. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12803991
http://catalogue.bnf.fr/ark:/12148/cb38650865b	ark:/12148/cb38650865b	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-2987	Sganarelle ou le Cocu imaginaire, comédie avec les arguments de chaque scène	français	Molière	1662	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804007	6 ff. non ch., 60 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804007
http://catalogue.bnf.fr/ark:/12148/cb38650838f	ark:/12148/cb38650838f	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-2942	Dépit amoureux. Comedie, representée sur le Theatre du Palais Royal. Par J. B. P. de Moliere	français	Molière	1679	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804022	84 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804022
http://catalogue.bnf.fr/ark:/12148/cb386507594	ark:/12148/cb386507594	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-2803 (5)	Mélicerte, comédie pastorale héroïque...	français	Molière	1689	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804074	31 p. : front. gr. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804074
http://catalogue.bnf.fr/ark:/12148/cb30958867c	ark:/12148/cb30958867c	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-2957	Les Precieuses ridicules. Comedie. Representée au Petit Bourbon	français	Molière	1663	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804148	[4] f., 87, [1] p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804148
http://catalogue.bnf.fr/ark:/12148/cb386508373	ark:/12148/cb386508373	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-2941	Dépit amoureux. Comédie, representée sur le Theatre du Palais Royal. De J. B. P. Moliere	français	Molière	1674	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804163	84 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804163
http://catalogue.bnf.fr/ark:/12148/cb386509152	ark:/12148/cb386509152	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3057	La Critique de l'Escole des femmes, comedie. Par I. B. P. Moliere	français	Molière	1663	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804415	[10], 117 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804415
http://catalogue.bnf.fr/ark:/12148/cb38650899n	ark:/12148/cb38650899n	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3035	L'Escole des femmes, comédie par J. B. P. Molière	français	Molière	1665	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804467	6 ff. non ch., 98 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804467
http://catalogue.bnf.fr/ark:/12148/cb30958558k	ark:/12148/cb30958558k	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3004	L'Escole des maris, comedie, de J. B. P. Moliere. Representée sur le theatre du Palais Royal.	français	Molière	1663	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804482	[1] f. de front. gr. s. c., [4] f., 65, [3] p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804482
http://catalogue.bnf.fr/ark:/12148/cb386508927	ark:/12148/cb386508927	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3027	Les Fascheux, comédie de J. B. P. Molière, représentée sur le théâtre du Palais Royal	français	Molière	1674	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804504	60 p. : front. gr. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804504
http://catalogue.bnf.fr/ark:/12148/cb38650889b	ark:/12148/cb38650889b	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3023	Les Facheux. Comedie de J. B. P. Molliere. Representée sur le theatre du Palais Royal.	français	Molière	1662	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804556	[8] f., 67 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804556
http://catalogue.bnf.fr/ark:/12148/cb38650916d	ark:/12148/cb38650916d	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3058	La Critique de l'Escole des femmes, comédie par J. B. P. Molière	français	Molière	1663	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804571	68 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804571
http://catalogue.bnf.fr/ark:/12148/cb309589320	ark:/12148/cb309589320	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3253	Le Sicilien, ou L'amour peintre, comedie. Par J. B. P. de Moliere	français	Molière	1668	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804645	[4]-81-[5] p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804645
http://catalogue.bnf.fr/ark:/12148/cb38650932n	ark:/12148/cb38650932n	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3082	La Princesse d'Elide, comédie du Sieur Molière, ensemble les Plaisirs de l'isle enchantée	français	Molière	1674	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804660	108 p. : front. gr. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804660
http://catalogue.bnf.fr/ark:/12148/cb38650977m	ark:/12148/cb38650977m	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3147	Le misantrope. Comede [sic]. Par J. B. P. de Moliere	français	Molière	1668	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804786	88 p. ; In-8 °	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804786
http://catalogue.bnf.fr/ark:/12148/cb30958738h	ark:/12148/cb30958738h	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3224	Le Médecin malgré luy, comédie par J.-B. P. de Molière	français	Molière	1667	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12804808	In-12, 2 ff. non ch., 152 p. et pl. (Lacroix, 13.)	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12804808
http://catalogue.bnf.fr/ark:/12148/cb45809078n	ark:/12148/cb45809078n	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3413	L'Avare, comedie. Par J. B. P. Moliere	français	Molière	1669	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12805381	2 ff. préliminaires non chiffrés, 128 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12805381
http://catalogue.bnf.fr/ark:/12148/cb386511529	ark:/12148/cb386511529	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3459	Monsieur de Pourceaugnac, comédie faite à Chambord pour le divertissement du Roy, par J. B. P. Molière	français	Molière	1670	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12805544	3 ff. non ch., 85 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12805544
http://catalogue.bnf.fr/ark:/12148/cb45839031m	ark:/12148/cb45839031m	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3587	Le Malade imaginaire, Comedie, Meslée de musique et de dance. Par Mr de Moliere	français	Molière	1674	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12805596	130 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12805596
http://catalogue.bnf.fr/ark:/12148/cb38651199z	ark:/12148/cb38651199z	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3532	Les Fourberies de Scapin, comédie par J. B. P. Molière	français	Molière	1671	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12805685	82 p. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12805685
http://catalogue.bnf.fr/ark:/12148/cb309586801	ark:/12148/cb309586801	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-3588	Le Malade imaginaire, comédie meslée de musique et de dance, par Mr de Molière	français	Molière	1674	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12805952	In-12, 2 ff. non ch., 126 p. (Lacroix, 27.)	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12805952
http://catalogue.bnf.fr/ark:/12148/cb36125892p	ark:/12148/cb36125892p	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-6804 (2)	Attendez-moy sous l'orme , comedie	français	Regnard, Jean-François	1694	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12806517	[4]-48 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12806517
http://catalogue.bnf.fr/ark:/12148/cb386527944	ark:/12148/cb386527944	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-6804 (4)	Le Joueur	français	Regnard, Jean-François	1697	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12806532	In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12806532
http://catalogue.bnf.fr/ark:/12148/cb30576169c	ark:/12148/cb30576169c	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arsenal, RESERVE 8-BL-12646 (2)	Le théâtre d'Alexandre Hardy,.... Volume 2	français	Hardy, Alexandre	1624-1628	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15100368	5 vol. : titres gravés ; in-8	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15100368
http://catalogue.bnf.fr/ark:/12148/cb30576169c	ark:/12148/cb30576169c	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arsenal, RESERVE 8-BL-12646 (3)	Le théâtre d'Alexandre Hardy,.... Volume 3	français	Hardy, Alexandre	1624-1628	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15100383	5 vol. : titres gravés ; in-8	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15100383
http://catalogue.bnf.fr/ark:/12148/cb39333446w	ark:/12148/cb39333446w	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arsenal, RESERVE 4-BL-3461 (1)	Le nouveau Parnasse ou Les tragédies en prose de monsieur de La Serre, conseiller du Roy en ses conseils, &amp; historiographe de France. Thomas Morus, ou Le triomphe de la foy et de la constance	français	Puget de La Serre, Jean	1646	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15106882	4 parties en 1 vol. ([8] ; 119-[1] p. ; [6]-86-[2 bl.] p. ; [2]-93-[1-2 bl.] p. ; [2]-108 p., [12] f. de pl.) : ill. (gravures) ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15106882
http://catalogue.bnf.fr/ark:/12148/cb31169029t	ark:/12148/cb31169029t	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arsenal, RESERVE 4-BL-3546	Athalie , tragédie tirée de l'Écriture sainte [de J. Racine]	français	Racine, Jean	1691	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15107128	[12]-87 p., [1] f. de planche : ill. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15107128
http://catalogue.bnf.fr/ark:/12148/cb30858938w	ark:/12148/cb30858938w	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-358	Sejanus , tragédie de M. Magnon	français	Magnon, Jean	1647	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15108932	1 vol. (VIII-92 p.) ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15108932
http://catalogue.bnf.fr/ark:/12148/cb314972698	ark:/12148/cb314972698	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arsenal, RESERVE 4-BL-3483 (4)	Panthée, tragédie de M. de Tristan	français	Tristan L'Hermite	1639	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15110748	In-12, pièces limin., 101 p. et privilège, frontisp. gr. par Daret. (A. Carriat, XXII, b.)	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15110748
http://catalogue.bnf.fr/ark:/12148/cb39324904c	ark:/12148/cb39324904c	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arsenal, 8-BL-13880	L'ilustre philosophe, ou L'histoire de Saincte Catherine d'Alexandrie. Tragedie	français	La Chapelle, De	1663	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15122800	72 p. : ill. ; in-8	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15122800
http://catalogue.bnf.fr/ark:/12148/cb36125912g	ark:/12148/cb36125912g	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-1785	Atys , tragedie en musique ornée d'entrées de ballet, de machines, &amp; de changements de théatre. Représentée devant Sa Majesté à Saint Germain en Laye, le [ ] 1676. Et remise au théatre par l'Académie royale de musique le dernier jour de l'année 1699	français	Quinault, Philippe	1699	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15132112	78 p., [1] f. de pl. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15132112
http://catalogue.bnf.fr/ark:/12148/cb30448231n	ark:/12148/cb30448231n	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-1866	Bellérophon, tragédie en musique, ornée d'entrées de ballet, de machines et de changements de théâtre, représentée devant Sa Majesté, à Saint-Germain-en-Laye, le 3e de janvier 1680. [Paroles de Th. Corneille et Fontenelle, musique de Lulli.]	français	Fontenelle, Bernard de	1680	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15132891	In-4° , XII-63 p., front. gravé	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15132891
http://catalogue.bnf.fr/ark:/12148/cb30448228r	ark:/12148/cb30448228r	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-1867	Bellérophon, tragédie, représentée par l'Académie royale de musique	français	Fontenelle, Bernard de	1679	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15132913	[12]-54-[5] p., frontisp. gravé ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15132913
http://catalogue.bnf.fr/ark:/12148/cb33258148c	ark:/12148/cb33258148c	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-1872	Les Bergers de Marly, pastorale ornée de danses, mise en musique par M. Moreau, représentée devant Sa Majesté en son chasteau de Marly, le septembre 1687	français			Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15133011	In-4°. Pièce	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15133011
http://catalogue.bnf.fr/ark:/12148/cb33336938j	ark:/12148/cb33336938j	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-1973	David et Jonathas , tragedie en musique, qui sera representée sur le théatre du college de Louis le Grand, le XXVIII. février	français	Bretonneau, François de Paule	1688	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15138878	42 p. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15138878
http://catalogue.bnf.fr/ark:/12148/cb30958633h	ark:/12148/cb30958633h	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-2059	Les Festes de l'Amour et de Bacchus, pastorale [Divertissements des Amants magnifiques, de George Dandin et Pastorale comique, de Molière, arrangés par Quinault et Lully] précédée de la Grotte de Versailles, représentées à l'Académie royale de musique	français	Molière	1696	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15163632	In-4° , 47 p.	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15163632
http://catalogue.bnf.fr/ark:/12148/cb456624648	ark:/12148/cb456624648	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arsenal, RESERVE 4-BL-3548	Esther tragédie tirée de l'Escriture sainte	français	Racine, Jean	1689	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15189289	[12]-83-[1] p. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15189289
http://catalogue.bnf.fr/ark:/12148/cb39325129r	ark:/12148/cb39325129r	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arsenal, 8-BL-14202 (1)	Le Cartel de Guillot. Comédie, représentée sur le Théâtre royal du Marais.	français	Chevalier, Jean	1661	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15192961	[12-] 48 p. ; 12 °	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15192961
http://catalogue.bnf.fr/ark:/12148/cb30235336c	ark:/12148/cb30235336c	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arsenal, 8-BL-14202 (4)	L'intrigue des carosses à cinq sous : comédie représentée sur le Théâtre royal du Marais / [par Chevalier]	français	Chevalier, Jean	1663	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15193029	XII-72 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15193029
http://catalogue.bnf.fr/ark:/12148/cb41887695h	ark:/12148/cb41887695h	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-2213	Isis : tragedie en musique, ornée d'entrées de ballet, de machines, &amp; de changements de theatre / par Philippe Quinault ; musique de Jean-Baptiste Lully	français	Quinault, Philippe	1677	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k15205791	68 p. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k15205791
